hviske,file
"Jeg er ikke på nogen måde, at der er nogen, der forsøger at feje noget af denne debat under gulvseppet, og jeg synes faktisk, at ordføreren begår en fejl i det, ordføreren siger, fordi jeg synes faktisk, at nogle af dem, der lykkes med at beskrive nogle af de udfordringer, blandt andet med for mange indvandrere, der begår alvorlig kriminalitet under vores lokale medier.Jeg synes, at de er nogle af dem, der er gode til at beskrive, når der bliver begået alvorlige forbindelser i deres lokalsamfund, også at beskrive, hvad for etnicitetsfolk har os at vide, fordi det ikke er et problem, og det der jo vel er baggrunden for denne debat, skulle være, der var et problem med, at vores politik gør det i dag, og det er jeg heller enig i, at de gør det i de tilfælde, hvor det er relevant for deres efterforskning.",Bjørn Brandenborg_video_44_start_2-59-01
"Det handler nemlig om børnene og besøgelser og brevkontrol, som vi ikke har nogen særlig gode opgørelser over, men som jeg i hvert fald har set et tal på, ligger på omkring halvtreds procent. Det her betyder, at ægtefæller må tage fri for at arbejde, fordi det skal ligge i arbejdstiden, politiets arbejdstid, vel at mærke. Det er børnene, der skal hives ud af skolen i forvejen, er de i en sårbar situation.Hvad skal jeg gøre?",Karina Lorentzen Dehnhardt_video_44_start_5-02-40
"Der er jo forskellige kriterier for hvordan man kan varetage svenske folk, hvorfor man gør det, der er ofte en rigtig, rigtig god begrundelse for at gøre det, og bare fordi vi gør det i højere grad end i lande, man i andre sammenhænge normalt vil sammenligne os med, så er det jo ikke udtryk for, at vi nødvendigvis er på galt bord i Danmark, det kan være, at vi bruger det bedre end vores nabolande, eller dem vi normalt vil sammenligne os med, så det er ikke i sig selv en indikator, at man i Sverige eller i Norge for øvrigt gør noget på en anden måde, end vi vil gøre det i Danmark. Der ligger en bredere diskussion her, der handler om ressourcediskussionen, som flere ordførere før mig har været inde på, fordi det er jo rigtigt, at med det pres, der er på hele kæden, ja, så kan man ikke tage de hensyn, som man måske vil gøre til børn, hvor hvis der havde været flere fængselsbetjente, hvis der havde været faciliteter til det, så kunne det være, at man havde valgt i nogle sager en anden kurs, så kunne det være, at nogle børn havde fået nogle muligheder for hyppigere at se deres forældre, og det er jo ikke børnenes skyld, at forældre begår kriminalitet eller er varetægtsfængslede, fordi man potentielt kan have begået noget, der er så alvorligt, at en varetægtsfængsling er nødvendig.Jeg tror, justitsministeren, men også den socialdemokratiske ordfører, rejste problemer med, at hvis det, at man har kontakt med omverdenen, giver anledning til anden form for kriminalitet eller mere kriminalitet, for eksempel som det var set med armarmanden, så duer det jo heller ikke. Så alt i alt, så kan vi afvise det her beslutningsforslag. Tak. Tak til ordføren, der ikke må køre bemærkninger, så vi går videre til ordføren for forslaget, stiller sine stampe.",Peter Kofod_video_44_start_5-53-47
"Hvis vi sætter lovrammer ned over folk, så reagerer de forhåbentlig inden for loven, de fleste af dem, og så bliver der et marked. Men der er jo faktisk også i loven, hvor de fortæller, at der er nogle, jeg tror de er fri, hedder de, som jeg meget bekymrer for, men der kommer meget med på deponi. Og virkeligheden er, hvis ikke der er nogen, der vil bygge med de gamle materialer, så får vi jo det bare på deponiet. Så bliver det selvfølgelig sorteret i fraktioner først, men så kommer det på deponi alligevel, og det er det, vi ønsker.Vi ønsker jo, at det her bliver genbrudt, enten til noget visuelt smukt eller til noget praktisk.Og krus, igen, alt det, vi kan bruge til krus, det kommer vi til at mangle, lige om lidt.",Kim Edberg Andersen_video_40_start_1-02-07
" og fortælle om regeringens initiativer, som vi har hørt lidt om og dog ikke tilstrækkeligt. Men jeg har bare svært ved at forstå, at man modsiger sig en national standard på det her område, hvor man samtidig agter og fremlægger om nogen tid en ældrelov, som er så vigtigt, faktisk er det allervigtigste, synes jeg, i forholdet til ældre mennesker, at den, man sender rundt til de ældre, om det er i private hjem eller på plejehjem, eller for den sags skyld også på hospitaler, at der er sproget dansk, så vigtigt, at det er kommunikationen, det er faktisk det allervigtigste, så derfor synes jeg, at der bør være en national standard.Hvorfor ikke lide præcis på det her område, men sandsynligvis, hvad regeringen kommer frem med på andre områder. Ordføren.I virkeligheden så tænker jeg det.",Pia Kjærsgaard_video_44_start_6-31-24
" fuldt tilgængelige og kommer hvert evig eneste år som en del af Danmarks statistiks årlige rapport kriminaliteten i hvert enkelt år. Altså, så de oplysninger er jo tilgængelige, og det er i øvrigt en meget relevant og vedholdende del af den offentlige debat. Men at gøre det, som her Mikkel Bjørn foreslår, nemlig at detailregulere, hvordan politiet i konkrete situationer udsender sine allemanger ud fra en politifaglig vurdering til, hvad der skal til for at kunne finde mistænkte for forbrydelse, og det er jeg simpelt hen ikke enig i. Tusind tak.",Peter Hummelgaard_video_44_start_2-52-19
"Nogle af vore hører at få melene habsø er enige i, at sproget er vigtigt, det tænker jeg også med den erfaring, som både fru Per Kjærsgaard og melene habsø har tilbage, eller fra uden for kristiansk sprog, at det vediver om nogen, at det er utroligtse, som, jeg mener, der er grundbevægelsen også i det nye ældres udspil, som kommer her i sin fuld længde om et par uger, det er det her med lokal frihed, men også lokalt ansvar. Og så skal vi fra Christiansborg, men nære rollen er, at vi har nogle overordnede kvalitetsmål for, hvad er det egentlig, vi forbinder med god ældrepleje, og det er det, vi skal sikre kompetente, faglige medarbejdere, det bliver endnu mere vigtigt fremover, også med sproglige kompetencer, ledelse og nogle tilsyn, som har fokus på kvalitet, faglig udvikling og læring frem for at være en hammer i hovedet på de plejeenheder, som er i det ganske land. Tak for svaret.",Mette Kierkgaard_video_44_start_6-20-11
"Jeg takker formanden.Jamen, jeg reflekterer lidt over det, som ordføreren var inde på, og som sagde et par gange i sin ordførertale med, at det var jo vigtigt, at man satte kommunerne fri. Og da kunne jeg godt tænke mig spørgselslistens ordfører lidt i forhold til det her med, at når man vurderer, at man kan sætte kommunerne fri, så vil det jo i nogle tilfælde betyde, at det vil være til ugunst for private borgere og lokale virksomheder, fordi når man giver en frihed til nogen, så tager man som regel en rettighed for andre, og der var ordet fundet selv inde på det her med hensynet til planloven, altså der er høringsret i mange sager, hvis man er naboer og pårørende, høringsperioder, der er klageinstanser, og der er spørgsmålet om opsætningen af virkningen eller ej, og der bliver bare ganske forgodordent, skyldes på enhedslistens vurdering af det med, at når man slipper nogen fri, hvad så med dem, der bliver bondet?",Hans Kristian Skibby_video_40_start_2-34-32
"Der er ingen tvivl om, at jordforureningsloven er af ganske væsentlig betydning, og at det i takt med, at der kommer nye kemikalier og andet på markedet, og gamle bliver fundet, når man graver ud, kan være et behov for at revidere, ligesom alt andet, miljølovgivning, sådan at vi sikrer, at Danmark er både et smukt og et rent og et godt land at leve, bygge og bo i.Derfor vil jeg sige, at det forslag, der ligger nu, på mange måder har en fin intention. Men i modsætning til det forrige forslag, som nærmest brændte alle rammer for ukonkrethed.Så vil jeg sige, at et så komplekst område som jordforureningsloven kræver nok enbordet de eventuelle mangler, der er i den gældende lovgivning, som i øvrigt kan være dæktet af flere love, og derfor så også kan kræme grønt eller gult til det her forslag, det har vi gjort endelig op med os selv endnu, fordi vi sådan set er enige i, at jordforureningsloven skal afspejle det samfund og de udfordringer, som vi lever i.Men i et udslag af en pludselig ydmyghed vil jeg også sige, at jeg er ikke klar til, og i stand til, præcist at sige, hvad det er for nogle udfordringer. Så hvis det havde handlet om alene at igangsætte en analyse og få belyst, hvad er det for nogle eventuelle problemer, der måtte være, så havde vi været ret overbevist om, at vi havde været over i den grønne knappe, altså at kunne stemme ja.Men fordi forslaget her, i modsætning til det tidligere, er skrevet i et relativt koncist tonefald, som pålægger regeringen, så føler jeg mig ikke helt klar til at træffe det skridt.Det gav værd i et fællesskab, når der hen, men er respekt for kompleksiteten både juridisk forstand, men også i faglig saglig forstand i forhold til, hvad der er der rør sig derude, der er vi ikke helt klar til at tage det skridt endnu.Men det skal ikke forstås sådan, at vi på nogen måde nedgør forslaget eller forslagstillernes intentioner.Tværtimod, det er et uhyre vigtigt område, og derfor udelukker vi overhovedet ikke, at en revision kan være det betimelige at gøre.Vi vil bare gerne vide lidt mere om det, inden vi sætter processen i gang.",Morten Messerschmidt_video_40_start_3-54-59
"Ministeren siger, at der skal være lokal frihed og lokalt ansvar, og det kan jeg sådan set ikke være uenig i, men samtidig så fremlægger regeringen jo også et forslag om, at nu skal der være mere sprogstøtte og sprogsgivning til sociale og sundhedselevere, og det er jo dejligt, men det går måske lidt imod de tanker, som regeringen måske ellers havde skal være i orden, og man skal sætte nogle mål. Så hvordan får vi målt på kvaliteten i forhold til danskkundskaberen i ældreplejen, hvordan vil ministeren sikre det?",Marlene Harpsøe_video_44_start_6-21-19
